图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,close-预测置信度,down-预测置信度,forward-预测置信度,left-预测置信度,leftdown-预测置信度,lefttop-预测置信度,right-预测置信度,rightdown-预测置信度,righttop-预测置信度,top-预测置信度
E:\10\final\val\righttop\rigtopzo355.jpg,8,righttop,8,righttop,6,right,9,top,True,9.437931e-09,6.928424e-12,2.3240537e-08,1.1481246e-12,1.636436e-16,6.096364e-13,0.0064757057,3.1033042e-07,0.99352264,1.2296301e-06
E:\10\final\val\righttop\rigtopzo359.jpg,8,righttop,8,righttop,6,right,9,top,True,3.2951696e-08,3.506935e-11,7.4610874e-08,1.0437369e-11,1.823254e-15,3.0532757e-12,0.016350154,1.0788235e-06,0.9836468,1.8550148e-06
E:\10\final\val\righttop\rigtopzo36.jpg,8,righttop,8,righttop,6,right,9,top,True,4.266832e-07,1.9120042e-08,2.3469021e-05,3.1928957e-10,1.4972202e-13,2.450788e-10,0.060898717,9.542223e-06,0.9387672,0.00030050232
E:\10\final\val\righttop\rigtopzo361.jpg,8,righttop,8,righttop,6,right,9,top,True,1.8439815e-10,2.2294202e-12,1.4141176e-07,1.8368922e-12,5.2901883e-17,6.6264924e-13,0.006537979,1.864215e-08,0.9934558,6.050769e-06
E:\10\final\val\righttop\rigtopzo362.jpg,8,righttop,8,righttop,6,right,9,top,True,1.0466161e-09,1.4219921e-11,3.647351e-07,9.433132e-12,4.0030785e-16,1.7422269e-12,0.02182142,1.3685265e-07,0.97817206,6.0735642e-06
E:\10\final\val\righttop\rigtopzo366.jpg,8,righttop,8,righttop,6,right,9,top,True,2.3839409e-08,3.7223558e-09,8.893685e-06,1.5350142e-10,7.0032955e-14,8.023723e-12,0.20792222,1.5815081e-05,0.79203725,1.5855705e-05
E:\10\final\val\righttop\rigtopzo368.jpg,8,righttop,8,righttop,6,right,9,top,True,4.578647e-09,1.8906707e-09,3.0431856e-05,1.7505894e-10,1.7595705e-14,1.0798854e-11,0.19767861,1.7915515e-06,0.80221945,6.976939e-05
E:\10\final\val\righttop\rigtopzo37.jpg,8,righttop,8,righttop,6,right,9,top,True,6.6124675e-09,7.941728e-09,9.966082e-05,9.165952e-11,7.345563e-15,5.7878194e-12,0.35036933,2.7102817e-06,0.64936936,0.0001588786
E:\10\final\val\righttop\rigtopzo38.jpg,8,righttop,8,righttop,6,right,9,top,True,1.3229819e-06,8.300501e-06,0.018352013,6.135343e-08,3.3150836e-11,3.2218026e-08,0.34501916,2.6870091e-05,0.5867776,0.049814604
E:\10\final\val\righttop\rigtopzo388.jpg,8,righttop,8,righttop,9,top,6,right,True,5.0013584e-09,4.94562e-12,3.829368e-07,4.8811727e-12,1.5324789e-16,8.93343e-10,6.001762e-05,3.4887332e-10,0.9962112,0.0037283886
E:\10\final\val\righttop\rigtopzo39.jpg,8,righttop,8,righttop,6,right,9,top,True,4.7080667e-07,3.7449988e-07,0.0013430851,1.0626905e-08,3.8157507e-12,9.4632915e-09,0.11866646,6.4564424e-06,0.86901045,0.010972635
E:\10\final\val\righttop\rigtopzo391.jpg,8,righttop,8,righttop,6,right,9,top,True,2.8411244e-09,8.2130205e-14,1.4788784e-09,7.247053e-14,2.4389168e-18,2.8277235e-12,5.2342017e-05,6.282626e-10,0.9999387,8.941651e-06
E:\10\final\val\righttop\rigtopzo393.jpg,8,righttop,8,righttop,6,right,9,top,True,1.8543292e-06,7.363454e-12,5.8649476e-09,5.691689e-11,6.1202823e-15,4.965035e-10,0.00056393107,7.10557e-08,0.9994288,5.3215367e-06
E:\10\final\val\righttop\rigtopzo396.jpg,8,righttop,8,righttop,6,right,9,top,True,9.733409e-07,5.9291894e-12,5.72991e-09,1.8120163e-11,1.5609863e-15,1.0822589e-10,0.00090113335,8.8708376e-08,0.9990941,3.6738963e-06
E:\10\final\val\righttop\rigtopzo398.jpg,8,righttop,8,righttop,6,right,0,close,True,7.3312744e-06,2.977413e-10,7.058093e-08,3.1237796e-10,1.4006912e-13,4.818166e-10,0.0069000563,3.6684683e-06,0.9930824,6.3716357e-06
E:\10\final\val\righttop\rigtopzo4.jpg,8,righttop,8,righttop,6,right,9,top,True,7.6890984e-07,1.3561668e-08,2.5677318e-05,2.4718216e-10,9.858822e-14,3.094724e-09,0.0063903616,1.0029786e-06,0.9895397,0.004042407
E:\10\final\val\righttop\rigtopzo400.jpg,8,righttop,8,righttop,6,right,0,close,True,3.4560275e-05,2.2127761e-10,1.3979101e-08,1.0588682e-10,9.886245e-14,1.8212216e-10,0.0055090343,1.0200325e-05,0.99444467,1.5372864e-06
E:\10\final\val\righttop\rigtopzo402.jpg,8,righttop,8,righttop,6,right,7,rightdown,True,5.922443e-07,4.5231305e-11,1.8291306e-08,1.8433581e-11,5.313137e-15,6.051506e-12,0.015467154,3.9661704e-06,0.98452765,5.938154e-07
E:\10\final\val\righttop\rigtopzo406.jpg,8,righttop,8,righttop,6,right,0,close,True,0.0011801107,4.0715562e-08,1.1606713e-06,9.411363e-08,1.951541e-10,4.0735063e-08,0.04408743,0.0001414955,0.95456845,2.1132459e-05
E:\10\final\val\righttop\rigtopzo407.jpg,8,righttop,8,righttop,6,right,9,top,True,4.2384798e-10,1.7404434e-11,8.8262027e-07,1.1236311e-11,4.0363587e-16,1.7059657e-12,0.026259389,9.66361e-08,0.9737282,1.1407416e-05
E:\10\final\val\righttop\rigtopzo41.jpg,8,righttop,6,right,8,righttop,9,top,True,4.1453885e-09,1.5992204e-07,0.009102725,1.884367e-09,9.2980765e-14,1.8624519e-10,0.55314755,1.2392946e-06,0.4278541,0.009894212
E:\10\final\val\righttop\rigtopzo411.jpg,8,righttop,8,righttop,6,right,9,top,True,6.409459e-10,1.1831225e-11,2.7230394e-07,2.1756917e-12,1.1933044e-16,3.173797e-13,0.024881499,1.8713749e-07,0.9751144,3.6750168e-06
E:\10\final\val\righttop\rigtopzo419.jpg,8,righttop,8,righttop,6,right,9,top,True,1.20814265e-08,6.120257e-13,2.9960205e-09,8.1472275e-13,5.9881577e-17,3.4245412e-12,0.0005460454,2.0007585e-08,0.9994522,1.7336521e-06
E:\10\final\val\righttop\rigtopzo45.jpg,8,righttop,8,righttop,6,right,9,top,True,2.625835e-07,6.060373e-09,1.0787934e-05,2.9277875e-10,7.66101e-14,1.4731559e-10,0.060684048,5.0135595e-06,0.9391685,0.00013151208
E:\10\final\val\righttop\rigtopzo47.jpg,8,righttop,8,righttop,6,right,9,top,True,1.2943043e-07,3.0566187e-09,6.757702e-06,6.3355626e-11,1.655842e-14,5.816889e-11,0.03249455,2.4996157e-06,0.96733874,0.00015731763
E:\10\final\val\righttop\rigtopzo5.jpg,8,righttop,8,righttop,6,right,9,top,True,1.9711678e-08,9.708553e-12,1.0750424e-08,1.6671792e-14,4.1900565e-18,4.5020794e-14,0.002794453,4.192838e-07,0.99720335,1.783533e-06
E:\10\final\val\righttop\rigtopzo51.jpg,8,righttop,8,righttop,6,right,9,top,True,6.2244663e-07,5.5547594e-11,2.5146083e-08,9.810939e-13,4.745185e-16,1.6823239e-11,0.00079508696,3.9389076e-07,0.999186,1.7993605e-05
E:\10\final\val\righttop\rigtopzo52.jpg,8,righttop,8,righttop,6,right,9,top,True,1.8225526e-07,8.0742995e-09,2.9062632e-05,5.3345545e-10,1.1379566e-13,7.0779693e-10,0.030317657,1.5209472e-06,0.9688867,0.00076485577
E:\10\final\val\righttop\rigtopzo53.jpg,8,righttop,8,righttop,6,right,9,top,True,8.637902e-07,2.3384862e-11,1.0699161e-08,1.9044048e-12,5.6271903e-16,2.1479384e-11,0.0008696146,3.229796e-07,0.9991222,7.072095e-06
E:\10\final\val\righttop\rigtopzo56.jpg,8,righttop,8,righttop,6,right,9,top,True,3.856926e-07,1.5147819e-11,1.0243933e-08,1.5776727e-12,3.2976422e-16,8.876014e-12,0.0013853377,3.0525405e-07,0.99861,4.0090217e-06
E:\10\final\val\righttop\rigtopzo58.jpg,8,righttop,8,righttop,6,right,9,top,True,8.786546e-06,4.8858706e-10,7.654974e-08,3.419432e-11,2.9237812e-14,4.5896492e-10,0.0016509171,2.1494604e-06,0.9983051,3.29495e-05
E:\10\final\val\righttop\rigtopzo59.jpg,8,righttop,8,righttop,6,right,9,top,True,1.7729371e-06,1.01520924e-10,3.2354826e-08,7.288782e-12,3.3163513e-15,5.9095215e-11,0.0016459634,9.304559e-07,0.9983393,1.1884034e-05
E:\10\final\val\righttop\rigtopzo6.jpg,8,righttop,8,righttop,9,top,6,right,True,2.1288647e-10,6.3951145e-13,5.457435e-08,1.11743405e-13,7.696295e-18,3.3756834e-12,9.536485e-05,5.8495647e-10,0.9997632,0.00014137615
E:\10\final\val\righttop\rigtopzo60.jpg,8,righttop,8,righttop,6,right,9,top,True,1.2843087e-06,1.3455929e-09,6.03565e-07,2.4481684e-12,8.79951e-16,1.8685395e-11,0.005736586,1.7432567e-06,0.9941526,0.000107160246
E:\10\final\val\righttop\rigtopzo64.jpg,8,righttop,8,righttop,6,right,9,top,True,1.2241878e-06,1.6420214e-10,7.117443e-08,7.8805e-12,3.1904061e-15,5.429891e-11,0.002405652,1.0247032e-06,0.9975726,1.938033e-05
E:\10\final\val\righttop\rigtopzo66.jpg,8,righttop,8,righttop,6,right,9,top,True,1.7919859e-06,1.634431e-10,4.8246175e-08,9.197134e-12,6.2893446e-15,1.06900315e-10,0.0012785153,1.0154514e-06,0.99869746,2.1295313e-05
E:\10\final\val\righttop\rigtopzo7.jpg,8,righttop,8,righttop,6,right,9,top,True,2.6240045e-06,3.04465e-10,9.3482605e-08,1.2358993e-11,7.6151015e-15,1.8970256e-10,0.0013944353,1.0473984e-06,0.9985563,4.5509434e-05
E:\10\final\val\righttop\rigtopzo73.jpg,8,righttop,8,righttop,6,right,9,top,True,2.8923328e-08,2.2287816e-11,9.1125976e-08,7.078302e-14,4.9129185e-18,1.0707235e-12,0.0013474436,4.87446e-08,0.99859375,5.8621383e-05
E:\10\final\val\righttop\rigtopzo74.jpg,8,righttop,8,righttop,6,right,9,top,True,3.5720046e-07,1.1015713e-10,7.318336e-08,2.9199967e-12,1.2925053e-15,2.8229833e-11,0.0014902338,4.794082e-07,0.9984811,2.7722795e-05
E:\10\final\val\righttop\rigtopzo75.jpg,8,righttop,8,righttop,6,right,9,top,True,2.9211237e-06,4.158157e-10,1.088035e-07,1.9456974e-11,1.3506871e-14,1.7078423e-10,0.002254947,1.7548946e-06,0.9977095,3.073781e-05
E:\10\final\val\righttop\rigtopzo77.jpg,8,righttop,8,righttop,6,right,9,top,True,6.740194e-08,4.588427e-11,8.009341e-08,1.1933694e-12,2.8943685e-16,1.0225518e-11,0.0016024848,2.3103193e-07,0.99836904,2.8148957e-05
E:\10\final\val\righttop\rigtopzo8.jpg,8,righttop,8,righttop,6,right,9,top,True,1.928281e-07,7.4124124e-11,1.0749976e-07,1.054197e-11,1.4470554e-15,1.496397e-11,0.00765016,6.6707673e-07,0.9923401,8.778152e-06
E:\10\final\val\righttop\rigtopzo80.jpg,8,righttop,8,righttop,6,right,9,top,True,1.9479558e-06,6.278756e-09,4.404891e-06,1.8813479e-10,1.2551548e-13,2.2401476e-09,0.0044360226,1.8460612e-06,0.99472034,0.00083546527
E:\10\final\val\righttop\rigtopzo81.jpg,8,righttop,8,righttop,6,right,9,top,True,1.2949525e-06,3.7787668e-08,4.742826e-05,4.974182e-10,3.41478e-13,6.2269585e-09,0.007509614,2.0309824e-06,0.9862921,0.006147438
E:\10\final\val\righttop\rigtopzo82.jpg,8,righttop,8,righttop,9,top,6,right,True,1.0538905e-06,2.5408207e-09,9.592831e-06,6.921284e-11,7.289322e-15,5.942437e-09,0.0011314722,6.130664e-08,0.985656,0.013201766
E:\10\final\val\righttop\rigtopzo83.jpg,8,righttop,8,righttop,6,right,9,top,True,3.1979795e-07,3.5268972e-11,3.2608376e-08,9.970766e-13,2.2863002e-16,2.2890372e-11,0.00059946545,1.1217671e-07,0.9993674,3.2673393e-05
E:\10\final\val\righttop\rigtopzo84.jpg,8,righttop,8,righttop,6,right,9,top,True,8.1152245e-07,9.638147e-10,1.577879e-06,1.0381515e-11,1.7055117e-15,3.346884e-10,0.0017478301,1.8443096e-07,0.9972023,0.0010473361
E:\10\final\val\righttop\rigtopzo85.jpg,8,righttop,8,righttop,6,right,9,top,True,1.012e-08,2.0898863e-09,6.96336e-05,1.1961027e-10,7.452241e-15,3.2071704e-10,0.016459284,1.1783314e-07,0.9796378,0.0038331787
E:\10\final\val\righttop\rigtopzo86.jpg,8,righttop,8,righttop,6,right,9,top,True,3.2088906e-07,2.6176066e-09,6.849881e-06,1.6578673e-10,4.3810306e-14,1.1489676e-09,0.005779806,5.4557535e-07,0.9932632,0.00094929483
E:\10\final\val\righttop\rigtopzo88.jpg,8,righttop,8,righttop,6,right,9,top,True,2.1806613e-07,6.014436e-10,7.734987e-07,2.914148e-11,1.2292584e-14,1.1570923e-10,0.004948358,9.100555e-07,0.99495935,9.0258596e-05
E:\10\final\val\righttop\rigtopzo89.jpg,8,righttop,8,righttop,6,right,9,top,True,4.7813813e-07,8.3492085e-10,1.1456797e-06,8.137228e-11,2.3421372e-14,3.729862e-10,0.0053554554,7.809162e-07,0.99449205,0.00015009564
E:\10\final\val\righttop\rigtopzo9.jpg,8,righttop,8,righttop,6,right,9,top,True,1.663423e-07,3.4732644e-11,5.3054862e-08,5.056498e-12,5.989378e-16,1.00613805e-11,0.0046826764,3.7755146e-07,0.9953099,6.820948e-06
E:\10\final\val\righttop\rigtopzo91.jpg,8,righttop,8,righttop,6,right,9,top,True,6.500438e-07,3.4257788e-10,2.7550584e-07,2.6780878e-11,7.4019575e-15,7.668494e-11,0.0063780174,1.2136057e-06,0.99359024,2.9732835e-05
E:\10\final\val\righttop\rigtopzo93.jpg,8,righttop,8,righttop,6,right,9,top,True,3.3176255e-07,1.2185701e-10,1.550406e-07,2.0325507e-11,3.4052387e-15,5.06168e-11,0.0052456516,5.613969e-07,0.9947343,1.8986246e-05
E:\10\final\val\righttop\rigtopzo94.jpg,8,righttop,8,righttop,6,right,9,top,True,4.1901345e-07,2.6692967e-10,2.2888293e-07,1.9360716e-11,5.434229e-15,4.054128e-11,0.0075306213,1.4295952e-06,0.992448,1.9284153e-05
E:\10\final\val\righttop\rigtopzo95.jpg,8,righttop,8,righttop,6,right,9,top,True,4.0513723e-07,5.731094e-10,3.8295266e-07,7.847122e-12,3.1922425e-15,1.5979575e-11,0.009893774,2.4345286e-06,0.99007696,2.6148975e-05
E:\10\final\val\righttop\rigtopzo96.jpg,8,righttop,8,righttop,6,right,9,top,True,8.3888705e-07,4.68206e-10,2.789183e-07,3.413596e-11,1.1754558e-14,6.427627e-11,0.009422538,2.4847982e-06,0.99055403,1.9810925e-05
E:\10\final\val\righttop\rigtopzo97.jpg,8,righttop,8,righttop,6,right,9,top,True,4.549603e-08,4.536877e-10,1.6247361e-06,1.0634843e-12,9.782392e-17,2.609514e-12,0.013437014,4.158711e-07,0.98644257,0.000118298834
E:\10\final\val\righttop\rigtopzo98.jpg,8,righttop,8,righttop,6,right,9,top,True,5.3534504e-06,3.541272e-09,6.463849e-07,4.265926e-11,4.6817574e-14,1.9974414e-10,0.00787487,8.787737e-06,0.9920442,6.619792e-05
E:\10\final\val\righttop\rigtoy0.jpg,8,righttop,8,righttop,6,right,9,top,True,6.313538e-07,2.7265862e-08,0.00021279094,1.0928157e-07,8.737365e-12,1.0713467e-07,0.044054072,7.785139e-07,0.950937,0.004794518
E:\10\final\val\righttop\rigtoy1.jpg,8,righttop,8,righttop,9,top,6,right,True,0.00017710924,4.070252e-06,0.002239429,1.6142172e-05,1.1578322e-08,5.4700427e-05,0.051724244,1.9975476e-05,0.88664615,0.059118222
E:\10\final\val\righttop\rigtoy10.jpg,8,righttop,8,righttop,9,top,6,right,True,0.0020304983,5.3595875e-05,0.00458687,2.4812598e-05,8.8858556e-08,0.00010625686,0.07488253,0.00020549848,0.834919,0.083190784
E:\10\final\val\righttop\rigtoy11.jpg,8,righttop,8,righttop,6,right,9,top,True,0.0004740314,1.1882845e-06,0.00013873362,3.0279907e-06,5.84192e-09,1.7368953e-05,0.021887532,4.5376244e-05,0.9698766,0.007556266
E:\10\final\val\righttop\rigtoy12.jpg,8,righttop,8,righttop,6,right,9,top,True,0.00010033859,4.2031616e-08,1.2371925e-05,8.709776e-08,4.0174773e-11,5.520509e-07,0.0087815095,3.3056976e-06,0.989512,0.001589778
E:\10\final\val\righttop\rigtoy13.jpg,8,righttop,8,righttop,6,right,9,top,True,0.0020636863,1.1416165e-05,0.0007956887,1.7969467e-05,5.7564428e-08,9.803014e-05,0.040710133,0.00013483402,0.9292689,0.026899314
E:\10\final\val\righttop\rigtoy14.jpg,8,righttop,8,righttop,6,right,9,top,True,0.00074275373,3.2130242e-06,0.0002858091,5.3834415e-06,1.3681865e-08,3.240969e-05,0.028505253,7.513729e-05,0.9578046,0.012545415
E:\10\final\val\righttop\rigtoy15.jpg,8,righttop,8,righttop,9,top,6,right,True,1.7129347e-06,3.1203902e-09,1.9159743e-05,8.17471e-09,9.345555e-13,8.801386e-07,0.0005821166,2.7557432e-08,0.9618138,0.037582263
E:\10\final\val\righttop\rigtoy16.jpg,8,righttop,8,righttop,9,top,6,right,True,8.0748174e-07,2.4774602e-10,1.3770748e-06,6.3572614e-10,6.471441e-14,1.3993522e-07,0.00015365925,7.849052e-09,0.991606,0.008237952
E:\10\final\val\righttop\rigtoy17.jpg,8,righttop,8,righttop,9,top,6,right,True,2.529759e-07,4.1295224e-11,2.393075e-07,3.9945002e-11,2.3681485e-15,3.2632808e-09,0.00024248297,8.195472e-09,0.9989231,0.0008338737
E:\10\final\val\righttop\rigtoy19.jpg,8,righttop,8,righttop,9,top,6,right,True,3.6566638e-07,9.346228e-10,1.167498e-05,2.3152222e-09,2.3499144e-13,2.7730545e-07,0.00036038563,1.1523394e-08,0.96984744,0.029779904
E:\10\final\val\righttop\rigtoy2.jpg,8,righttop,8,righttop,9,top,6,right,True,1.4135051e-06,2.16739e-08,9.3247894e-05,1.6292493e-08,3.5289074e-12,1.9554322e-07,0.005321711,3.0707838e-07,0.9780716,0.016511546
E:\10\final\val\righttop\rigtoy20.jpg,8,righttop,8,righttop,6,right,9,top,True,2.2577046e-06,2.0335982e-10,1.376929e-07,1.2159995e-10,3.3526696e-14,2.3638536e-09,0.00093045767,2.5380726e-07,0.9989644,0.000102455175
E:\10\final\val\righttop\rigtoy21.jpg,8,righttop,8,righttop,9,top,6,right,True,1.7958685e-09,1.3990006e-12,2.350657e-07,3.1760963e-12,2.961225e-17,5.154001e-10,5.7399993e-05,8.5942795e-11,0.9972784,0.0026639714
E:\10\final\val\righttop\rigtoy23.jpg,8,righttop,8,righttop,9,top,6,right,True,3.3494784e-06,2.0246156e-10,2.503186e-07,3.7648745e-10,6.0163774e-14,2.6616245e-08,0.00033951137,5.1539352e-08,0.999037,0.0006197836
E:\10\final\val\righttop\rigtoy24.jpg,8,righttop,8,righttop,9,top,6,right,True,4.5760418e-09,1.4746088e-11,3.523537e-06,3.3953593e-11,3.210652e-16,9.633971e-09,8.367953e-05,1.0831361e-10,0.9602584,0.039654333
E:\10\final\val\righttop\rigtoy25.jpg,8,righttop,8,righttop,9,top,6,right,True,4.407693e-09,8.6105076e-13,1.5188743e-07,1.8561479e-11,7.984786e-17,2.3418594e-09,6.22994e-05,5.857476e-11,0.9981187,0.0018187877
E:\10\final\val\righttop\rigtoy26.jpg,8,righttop,8,righttop,9,top,6,right,True,2.1296793e-07,1.3152424e-10,3.4156858e-06,2.4635832e-10,7.928412e-15,1.3461789e-07,8.7729604e-05,9.610308e-10,0.95141447,0.048493937
E:\10\final\val\righttop\rigtoy27.jpg,8,righttop,8,righttop,6,right,9,top,True,2.4412013e-05,8.931398e-09,3.7419147e-06,2.356101e-08,1.13978636e-11,2.2158518e-07,0.0044910093,1.960553e-06,0.99469876,0.00077984866
E:\10\final\val\righttop\rigtoy28.jpg,8,righttop,8,righttop,9,top,6,right,True,1.713738e-06,2.741855e-09,2.2430291e-05,6.7532695e-09,5.268959e-13,1.0196014e-06,0.00048718145,1.5394303e-08,0.93970424,0.059783466
E:\10\final\val\righttop\rigtoy29.jpg,8,righttop,8,righttop,6,right,9,top,True,1.7240479e-06,1.4607152e-10,1.795466e-07,1.3791157e-10,2.3146554e-14,5.1410436e-09,0.00053729163,7.690763e-08,0.9992052,0.00025562724
E:\10\final\val\righttop\rigtoy3.jpg,8,righttop,8,righttop,9,top,6,right,True,8.240837e-05,1.2398611e-06,0.0012497351,1.1342412e-05,3.7879313e-09,4.799376e-05,0.03681491,6.590057e-06,0.91103786,0.05074787
E:\10\final\val\righttop\rigtoy30.jpg,8,righttop,8,righttop,6,right,9,top,True,2.0000425e-07,1.3603038e-10,5.9372724e-07,8.780571e-11,7.746505e-15,1.2224616e-09,0.0013575404,5.127759e-08,0.9983121,0.00032952012
E:\10\final\val\righttop\rigtoy31.jpg,8,righttop,8,righttop,9,top,6,right,True,3.5183387e-09,2.2872672e-12,5.806821e-07,4.7062185e-12,2.0750812e-17,9.8199e-10,7.8279256e-05,5.854775e-11,0.99235594,0.0075651207
E:\10\final\val\righttop\rigtoy32.jpg,8,righttop,8,righttop,9,top,6,right,True,4.8691007e-09,7.0402516e-12,7.3169946e-07,1.4598026e-11,1.2899793e-16,5.822559e-10,0.00035077793,5.4347005e-10,0.9979226,0.0017258471
E:\10\final\val\righttop\rigtoy33.jpg,8,righttop,8,righttop,9,top,6,right,True,1.4284387e-07,5.5572713e-11,1.1566763e-06,3.4094982e-10,1.5889694e-14,1.1937512e-07,7.5137774e-05,1.3144944e-09,0.98643446,0.013488992
E:\10\final\val\righttop\rigtoy34.jpg,8,righttop,8,righttop,9,top,6,right,True,3.420681e-05,1.3164421e-08,2.0097068e-05,3.8354756e-08,9.098838e-12,1.3134469e-05,0.0003631941,6.943546e-08,0.9161056,0.08346357
E:\10\final\val\righttop\rigtoy35.jpg,8,righttop,8,righttop,6,right,9,top,True,5.2955083e-06,7.52744e-10,1.2283674e-06,2.5892173e-09,2.3984967e-13,3.9500453e-08,0.0019919472,1.3569111e-07,0.99731195,0.0006893567
E:\10\final\val\righttop\rigtoy36.jpg,8,righttop,8,righttop,6,right,9,top,True,0.00024361114,1.1828069e-07,1.6528109e-05,2.0154002e-07,2.3212059e-10,1.1803655e-06,0.012402617,1.60104e-05,0.9858695,0.0014501524
E:\10\final\val\righttop\rigtoy37.jpg,8,righttop,8,righttop,9,top,6,right,True,7.210383e-09,4.4574414e-12,1.0631811e-06,1.9234628e-11,9.3134125e-17,8.094846e-09,5.4934222e-05,5.2193867e-11,0.9773865,0.022557424
E:\10\final\val\righttop\rigtoy38.jpg,8,righttop,9,top,8,righttop,2,forward,True,1.1822134e-09,5.5269348e-11,6.6542314e-05,2.0515677e-10,1.0884839e-15,1.14535894e-07,3.324453e-05,1.1693443e-11,0.22657879,0.77332133
E:\10\final\val\righttop\rigtoy39.jpg,8,righttop,8,righttop,9,top,6,right,True,6.577498e-07,8.662989e-10,1.6327891e-05,1.2171557e-09,5.6145477e-14,7.665339e-07,0.00012354566,1.8884967e-09,0.821074,0.17878467
E:\10\final\val\righttop\rigtoy4.jpg,8,righttop,8,righttop,6,right,9,top,True,0.0012813185,9.572049e-07,0.00013972547,1.24322105e-05,7.301848e-09,1.9069188e-05,0.065283574,4.2829877e-05,0.9298612,0.0033588973
E:\10\final\val\righttop\rigtoy40.jpg,8,righttop,8,righttop,9,top,6,right,True,0.00015815036,5.78384e-08,1.08225395e-05,1.6961135e-08,1.6998547e-11,1.1302593e-06,0.0017103191,1.9320448e-06,0.9899441,0.008173459
E:\10\final\val\righttop\rigtoy41.jpg,8,righttop,8,righttop,6,right,9,top,True,0.01971601,1.4910945e-05,0.0003884631,2.5571157e-05,1.1513837e-07,0.0002114479,0.02948573,0.0001939365,0.929902,0.020061804
E:\10\final\val\righttop\rigtoy43.jpg,8,righttop,8,righttop,9,top,6,right,True,0.00010734935,1.0602919e-08,2.1364383e-06,5.4977427e-09,3.5722894e-12,3.366862e-07,0.0011805744,9.885883e-07,0.996573,0.002135627
E:\10\final\val\righttop\rigtoy44.jpg,8,righttop,8,righttop,6,right,9,top,True,6.731372e-06,2.1844488e-09,1.7472386e-06,1.1309753e-09,2.724196e-13,2.4931314e-08,0.002016266,4.001267e-07,0.99707067,0.0009040878
E:\10\final\val\righttop\rigtoy45.jpg,8,righttop,8,righttop,9,top,6,right,True,9.340326e-07,2.0966004e-10,6.8859424e-07,1.2854404e-10,1.4841764e-14,1.8921655e-08,0.00022858729,1.491861e-08,0.9969074,0.002862391
E:\10\final\val\righttop\rigtoy46.jpg,8,righttop,8,righttop,9,top,6,right,True,7.497092e-06,8.808751e-09,4.4936914e-06,2.1089614e-09,4.444867e-12,5.086377e-07,0.00022591627,3.758089e-07,0.98555565,0.0142055275
E:\10\final\val\righttop\rigtoy47.jpg,8,righttop,8,righttop,9,top,6,right,True,9.007281e-07,8.298176e-10,1.2984036e-06,2.7846456e-10,2.4599696e-13,6.006191e-08,0.00013087045,6.3917284e-08,0.9940607,0.0058060903
E:\10\final\val\righttop\rigtoy48.jpg,8,righttop,8,righttop,9,top,6,right,True,5.2105015e-10,2.6735137e-11,9.662818e-06,4.313602e-12,1.2671919e-16,5.1561766e-10,0.000148364,2.5065483e-10,0.96037704,0.03946496
E:\10\final\val\righttop\rigtoy5.jpg,8,righttop,8,righttop,9,top,6,right,True,1.2441767e-06,1.1146464e-08,9.248918e-05,3.357775e-08,2.320213e-12,4.2406054e-07,0.0055391965,1.212086e-07,0.9730767,0.021289732
E:\10\final\val\righttop\rigtoy50.jpg,8,righttop,9,top,8,righttop,2,forward,True,1.1487557e-07,3.0062598e-08,0.0013548605,5.335932e-08,5.3905157e-12,3.1179625e-06,0.0006726843,7.664417e-09,0.240848,0.7571211
E:\10\final\val\righttop\rigtoy51.jpg,8,righttop,8,righttop,9,top,6,right,True,2.489585e-07,2.5619897e-11,1.1920963e-07,2.3739226e-11,1.4747722e-15,1.714508e-09,0.00023731614,8.9320045e-09,0.99936277,0.00039960365
E:\10\final\val\righttop\rigtoy52.jpg,8,righttop,8,righttop,6,right,9,top,True,2.0736028e-08,2.9663625e-09,2.9573805e-05,1.644733e-10,3.8863627e-14,2.056993e-10,0.022317745,8.3950613e-07,0.9768255,0.0008263884
E:\10\final\val\righttop\rigtoy53.jpg,8,righttop,8,righttop,6,right,9,top,True,3.7759318e-07,2.3925834e-08,4.9839884e-05,4.9691087e-09,3.2493322e-12,6.5414447e-09,0.026874797,4.2872916e-06,0.9718659,0.001204786
E:\10\final\val\righttop\rigtoy54.jpg,8,righttop,8,righttop,9,top,6,right,True,1.859505e-07,1.1681643e-10,5.579044e-07,4.122129e-11,1.6295345e-14,1.7366714e-08,4.9441267e-05,8.341308e-09,0.99343103,0.0065187584
E:\10\final\val\righttop\rigtoy55.jpg,8,righttop,8,righttop,9,top,6,right,True,4.4175337e-08,1.2457456e-10,8.809235e-06,4.598237e-10,2.8103203e-14,8.556816e-07,1.7900844e-05,2.5124802e-10,0.64637387,0.35359845
E:\10\final\val\righttop\rigtoy56.jpg,8,righttop,8,righttop,9,top,6,right,True,5.6017956e-07,6.6042554e-09,5.1456565e-05,1.8427259e-09,6.139918e-13,6.748271e-07,0.00022650155,2.5479467e-08,0.797918,0.20180279
E:\10\final\val\righttop\rigtoy58.jpg,8,righttop,9,top,8,righttop,2,forward,True,3.3343179e-07,1.1615482e-08,0.00019627849,8.320343e-09,1.4868416e-12,4.1604417e-06,0.00012909903,5.5323097e-09,0.26429084,0.73537934
